,rank,code,name,marcap,marcap_pct,year,sector
1104,1105,006910,보성파워텍,0.056,0.00%,2013,전기장비
1105,1106,032040,C&S자산관리,0.056,0.00%,2013,상업서비스와공급품
1106,1107,119860,다나와,0.056,0.00%,2013,인터넷과카탈로그소매
1107,1108,045890,동부라이텍,0.056,0.00%,2013,디스플레이장비및부품
1108,1109,000800,경남기업,0.056,0.00%,2013,건설
1109,1110,045970,비에스이,0.056,0.00%,2013,핸드셋
1110,1111,069460,대호에이엘,0.055,0.00%,2013,비철금속
1111,1112,041460,한국전자인증,0.055,0.00%,2013,IT서비스
1112,1113,002600,조흥,0.055,0.00%,2013,식품
1113,1114,000157,두산2우B,0.055,0.00%,2013,복합기업
1114,1115,040160,누리텔레콤,0.055,0.00%,2013,소프트웨어
1115,1116,066350,티에스엠텍,0.055,0.00%,2013,기계
1116,1117,005560,JS전선,0.055,0.00%,2013,전기장비
1117,1118,005305,롯데칠성우,0.055,0.00%,2013,음료
1118,1119,123750,알톤스포츠,0.055,0.00%,2013,레저용장비와제품
1119,1120,137400,피엔티,0.055,0.00%,2013,디스플레이장비및부품
1120,1121,063570,한국전자금융,0.055,0.00%,2013,결제관련서비스
1121,1122,031510,오스템,0.054,0.00%,2013,자동차부품
1122,1123,002630,오리엔트바이오,0.054,0.00%,2013,생물공학
1123,1124,021080,에이티넘인베스트,0.054,0.00%,2013,창업투자
1124,1125,027050,코리아나,0.054,0.00%,2013,화장품
1125,1126,010280,쌍용정보통신,0.054,0.00%,2013,IT서비스
1126,1127,033830,대구방송,0.054,0.00%,2013,방송과엔터테인먼트
1127,1128,004450,삼화왕관,0.054,0.00%,2013,포장재
1128,1129,052900,비아이이엠티,0.053,0.00%,2013,반도체와반도체장비
1129,1130,065530,전파기지국,0.053,0.00%,2013,통신장비
1130,1131,065060,지엔코,0.053,0.00%,2013,"섬유,의류,신발,호화품"
1131,1132,106080,하이소닉,0.053,0.00%,2013,핸드셋
1132,1133,032960,동일기연,0.053,0.00%,2013,전자장비와기기
1133,1134,068790,DMS,0.053,0.00%,2013,디스플레이장비및부품
1134,1135,082660,크루셜엠스,0.053,0.00%,2013,핸드셋
1135,1136,051390,영우통신,0.053,0.00%,2013,통신장비
1136,1137,059210,메타바이오메드,0.053,0.00%,2013,건강관리장비와용품
1137,1138,008260,NI스틸,0.053,0.00%,2013,철강
1138,1139,091580,상신이디피,0.053,0.00%,2013,핸드셋
1139,1140,002900,동양물산,0.053,0.00%,2013,기계
1140,1141,049480,오픈베이스,0.053,0.00%,2013,IT서비스
1141,1142,024840,갑을메탈,0.052,0.00%,2013,전기장비
1142,1143,045660,에이텍,0.052,0.00%,2013,컴퓨터와주변기기
1143,1144,000040,S&T모터스,0.052,0.00%,2013,자동차
1144,1145,079660,사조해표,0.052,0.00%,2013,식품
1145,1146,024830,세원물산,0.052,0.00%,2013,자동차부품
1146,1147,038070,서린바이오,0.052,0.00%,2013,생물공학
1147,1148,052290,트레이스,0.052,0.00%,2013,핸드셋
1148,1149,000650,천일고속,0.052,0.00%,2013,도로와철도운송
1149,1150,078935,GS우,0.052,0.00%,2013,석유와가스
1150,1151,023350,한국종합기술,0.052,0.00%,2013,건설
1151,1152,900090,차이나하오란,0.052,0.00%,2013,종이와목재
1152,1153,003925,남양유업우,0.051,0.00%,2013,식품
1153,1154,021050,서원,0.051,0.00%,2013,비철금속
1154,1155,071930,에이스하이텍,0.051,0.00%,2013,반도체와반도체장비
1155,1156,012790,신일제약,0.051,0.00%,2013,제약
1156,1157,066910,손오공,0.051,0.00%,2013,레저용장비와제품
1157,1158,037400,우리조명지주,0.051,0.00%,2013,전기제품
1158,1159,100090,삼강엠앤티,0.051,0.00%,2013,철강
1159,1160,024890,대원화성,0.051,0.00%,2013,"섬유,의류,신발,호화품"
1160,1161,039290,인포뱅크,0.051,0.00%,2013,IT서비스
1161,1162,036010,아비코전자,0.051,0.00%,2013,전기제품
1162,1163,158380,삼목강업,0.051,0.00%,2013,자동차부품
1163,1164,078650,코렌,0.051,0.00%,2013,핸드셋
1164,1165,016670,포비스티앤씨,0.051,0.00%,2013,소프트웨어
1165,1166,003547,대신증권2우B,0.051,0.00%,2013,증권
1166,1167,008700,아남전자,0.050,0.00%,2013,전자제품
1167,1168,007120,디올메디바이오,0.050,0.00%,2013,IT서비스
1168,1169,119850,지엔씨에너지,0.050,0.00%,2013,전기장비
1169,1170,086200,씨앤비텍,0.050,0.00%,2013,통신장비
1170,1171,013810,스페코,0.050,0.00%,2013,기계
1171,1172,120115,코오롱인더우,0.050,0.00%,2013,화학
1172,1173,001840,이화공영,0.050,0.00%,2013,건설
1173,1174,033110,이디,0.050,0.00%,2013,전자장비와기기
1174,1175,049830,승일,0.050,0.00%,2013,포장재
1175,1176,025980,에머슨퍼시픽,0.050,0.00%,2013,"호텔,레스토랑,레저"
1176,1177,171010,램테크놀러지,0.049,0.00%,2013,반도체와반도체장비
1177,1178,059090,미코,0.049,0.00%,2013,반도체와반도체장비
1178,1179,025440,대성엘텍,0.049,0.00%,2013,자동차부품
1179,1180,024120,KB오토시스,0.049,0.00%,2013,자동차부품
1180,1181,114450,KPX생명과학,0.049,0.00%,2013,제약
1181,1182,065950,웰크론,0.049,0.00%,2013,"섬유,의류,신발,호화품"
1182,1183,121550,코크렙15호,0.049,0.00%,2013,
1183,1184,067920,이글루시큐리티,0.049,0.00%,2013,소프트웨어
1184,1185,119500,포메탈,0.049,0.00%,2013,자동차부품
1185,1186,012340,뉴인텍,0.049,0.00%,2013,전기제품
1186,1187,120030,조선선재,0.049,0.00%,2013,철강
1187,1188,066310,큐에스아이,0.049,0.00%,2013,반도체와반도체장비
1188,1189,003610,방림,0.049,0.00%,2013,"섬유,의류,신발,호화품"
1189,1190,053690,한미글로벌,0.048,0.00%,2013,건설
1190,1191,037330,인지디스플레,0.048,0.00%,2013,디스플레이장비및부품
1191,1192,123570,이엠넷,0.048,0.00%,2013,광고
1192,1193,020120,다우인큐브,0.048,0.00%,2013,소프트웨어
1193,1194,083450,GST,0.048,0.00%,2013,반도체와반도체장비
1194,1195,155650,와이엠씨,0.048,0.00%,2013,디스플레이장비및부품
1195,1196,066130,하츠,0.048,0.00%,2013,가정용기기와용품
1196,1197,027740,마니커,0.048,0.00%,2013,식품
1197,1198,004310,현대약품,0.048,0.00%,2013,제약
1198,1199,015710,코콤,0.048,0.00%,2013,통신장비
1199,1200,072130,유엔젤,0.048,0.00%,2013,인터넷소프트웨어와서비스
1200,1201,036170,씨티엘,0.048,0.00%,2013,디스플레이장비및부품
1201,1202,108675,LG하우시스우,0.048,0.00%,2013,건축자재
1202,1203,053260,금강철강,0.048,0.00%,2013,철강
1203,1204,064520,바른전자,0.048,0.00%,2013,반도체와반도체장비
1204,1205,001880,삼호,0.048,0.00%,2013,건설
1205,1206,069140,누리플랜,0.047,0.00%,2013,상업서비스와공급품
1206,1207,005620,대성합동지주,0.047,0.00%,2013,석유와가스
1207,1208,090120,잘만테크,0.047,0.00%,2013,컴퓨터와주변기기
1208,1209,042510,라온시큐어,0.047,0.00%,2013,통신장비
1209,1210,000950,전방,0.047,0.00%,2013,"섬유,의류,신발,호화품"
1210,1211,086670,비엠티,0.047,0.00%,2013,기계
1211,1212,065350,신성델타테크,0.047,0.00%,2013,전자장비와기기
1212,1213,049800,우진플라임,0.047,0.00%,2013,기계
1213,1214,036640,HRS,0.047,0.00%,2013,화학
1214,1215,170790,파이오링크,0.047,0.00%,2013,통신장비
1215,1216,007190,한솔아트원제지,0.047,0.00%,2013,종이와목재
1216,1217,091970,나노캠텍,0.047,0.00%,2013,화학
1217,1218,114630,우노앤컴퍼니,0.047,0.00%,2013,화학
1218,1219,046390,삼화네트웍스,0.047,0.00%,2013,방송과엔터테인먼트
1219,1220,089890,고려반도체,0.047,0.00%,2013,반도체와반도체장비
1220,1221,025550,한국선재,0.047,0.00%,2013,철강
1221,1222,006340,대원전선,0.046,0.00%,2013,전기장비
1222,1223,092220,KEC,0.046,0.00%,2013,반도체와반도체장비
1223,1224,080530,코디에스,0.046,0.00%,2013,반도체와반도체장비
1224,1225,042370,비츠로테크,0.046,0.00%,2013,전기장비
1225,1226,090740,연이정보통신,0.046,0.00%,2013,디스플레이장비및부품
1226,1227,023460,CNH,0.046,0.00%,2013,기타금융
1227,1228,078140,대봉엘에스,0.046,0.00%,2013,제약
1228,1229,115610,이미지스,0.046,0.00%,2013,핸드셋
1229,1230,006125,SK케미칼우,0.046,0.00%,2013,화학
1230,1231,011560,세보엠이씨,0.046,0.00%,2013,건설
1231,1232,011090,에넥스,0.046,0.00%,2013,가구
1232,1233,050860,아세아텍,0.046,0.00%,2013,기계
1233,1234,014990,인디에프,0.045,0.00%,2013,"섬유,의류,신발,호화품"
1234,1235,004140,동방,0.045,0.00%,2013,도로와철도운송
1235,1236,005900,동양건설,0.045,0.00%,2013,건설
1236,1237,053050,지에스이,0.045,0.00%,2013,석유와가스
1237,1238,086040,바이오톡스텍,0.045,0.00%,2013,생명과학도구및서비스
1238,1239,001570,금양,0.045,0.00%,2013,화학
1239,1240,004830,덕성,0.045,0.00%,2013,"섬유,의류,신발,호화품"
1240,1241,042500,링네트,0.045,0.00%,2013,IT서비스
1241,1242,099340,하나니켈1호,0.045,0.00%,2013,
1242,1243,054220,비츠로시스,0.045,0.00%,2013,상업서비스와공급품
1243,1244,043100,솔고바이오,0.045,0.00%,2013,건강관리장비와용품
1244,1245,065690,대진디엠피,0.044,0.00%,2013,컴퓨터와주변기기
1245,1246,090470,AST젯텍,0.044,0.00%,2013,반도체와반도체장비
1246,1247,048910,대원미디어,0.044,0.00%,2013,방송과엔터테인먼트
1247,1248,037270,휘닉스컴,0.044,0.00%,2013,광고
1248,1249,069730,DSR제강,0.044,0.00%,2013,철강
1249,1250,003010,혜인,0.044,0.00%,2013,무역회사와판매업체
1250,1251,007330,푸른저축은행,0.044,0.00%,2013,기타금융
1251,1252,032580,피델릭스,0.044,0.00%,2013,반도체와반도체장비
1252,1253,001550,조비,0.044,0.00%,2013,화학
1253,1254,002070,남영비비안,0.044,0.00%,2013,"섬유,의류,신발,호화품"
1254,1255,122690,서진오토모티브,0.044,0.00%,2013,자동차부품
1255,1256,023430,인테그레이티드에너지,0.044,0.00%,2013,가정용기기와용품
1256,1257,089150,케이씨티,0.044,0.00%,2013,컴퓨터와주변기기
1257,1258,049950,미래컴퍼니,0.044,0.00%,2013,디스플레이패널
1258,1259,101490,에스앤에스텍,0.044,0.00%,2013,반도체와반도체장비
1259,1260,007610,선도전기,0.044,0.00%,2013,전기장비
1260,1261,023450,동남합성,0.043,0.00%,2013,화학
1261,1262,033180,필룩스,0.043,0.00%,2013,전기제품
1262,1263,098120,마이크로컨텍솔,0.043,0.00%,2013,반도체와반도체장비
1263,1264,017250,인터엠,0.043,0.00%,2013,전자장비와기기
1264,1265,049630,재영솔루텍,0.043,0.00%,2013,핸드셋
1265,1266,010770,평화홀딩스,0.043,0.00%,2013,자동차부품
1266,1267,052020,에스티큐브,0.043,0.00%,2013,컴퓨터와주변기기
1267,1268,150900,파수닷컴,0.043,0.00%,2013,소프트웨어
1268,1269,066410,캔들미디어,0.043,0.00%,2013,방송과엔터테인먼트
1269,1270,050540,엠피씨,0.043,0.00%,2013,IT서비스
1270,1271,082390,피엘에이,0.042,0.00%,2013,디스플레이장비및부품
1271,1272,064820,소셜미디어99,0.042,0.00%,2013,조선
1272,1273,004367,세방2우B,0.042,0.00%,2013,도로와철도운송
1273,1274,039340,한국경제TV,0.042,0.00%,2013,방송과엔터테인먼트
1274,1275,138360,에이씨티,0.042,0.00%,2013,화장품
1275,1276,001470,삼부토건,0.042,0.00%,2013,건설
1276,1277,156100,엘앤케이바이오,0.042,0.00%,2013,
1277,1278,006740,영풍제지,0.042,0.00%,2013,종이와목재
1278,1279,012280,영화금속,0.042,0.00%,2013,자동차부품
1279,1280,085910,네오티스,0.042,0.00%,2013,전자장비와기기
1280,1281,025820,이구산업,0.042,0.00%,2013,비철금속
1281,1282,057540,옴니시스템,0.042,0.00%,2013,전자장비와기기
1282,1283,065450,빅텍,0.042,0.00%,2013,전자장비와기기
1283,1284,000590,CS홀딩스,0.042,0.00%,2013,철강
1284,1285,140890,트러스제7호,0.042,0.00%,2013,
1285,1286,068290,삼성출판사,0.042,0.00%,2013,출판
1286,1287,089230,용현BM,0.042,0.00%,2013,조선
1287,1288,051490,나라엠앤디,0.042,0.00%,2013,기계
1288,1289,033310,디케이디앤아이,0.042,0.00%,2013,포장재
1289,1290,056080,유진로봇,0.042,0.00%,2013,가정용기기와용품
1290,1291,127120,디엔에이링크,0.041,0.00%,2013,생명과학도구및서비스
1291,1292,106240,파인테크닉스,0.041,0.00%,2013,디스플레이장비및부품
1292,1293,123040,엠에스오토텍,0.041,0.00%,2013,자동차부품
1293,1294,018500,동원금속,0.040,0.00%,2013,자동차부품
1294,1295,004200,고려개발,0.040,0.00%,2013,건설
1295,1296,005860,한일사료,0.040,0.00%,2013,식품
1296,1297,004870,티웨이홀딩스,0.040,0.00%,2013,건축자재
1297,1298,127160,매직마이크로,0.040,0.00%,2013,
1298,1299,094480,갤럭시아컴즈,0.040,0.00%,2013,IT서비스
1299,1300,115480,씨유메디칼,0.040,0.00%,2013,건강관리장비와용품
1300,1301,002530,벽산건설,0.040,0.00%,2013,건설
1301,1302,026940,부국철강,0.040,0.00%,2013,철강
1302,1303,011700,한신기계,0.040,0.00%,2013,기계
1303,1304,058730,동아에스텍,0.040,0.00%,2013,건축제품
1304,1305,097870,효성오앤비,0.040,0.00%,2013,화학
1305,1306,054450,텔레칩스,0.040,0.00%,2013,반도체와반도체장비
1306,1307,065560,큐브스,0.040,0.00%,2013,소프트웨어
1307,1308,139670,넥스트리밍,0.040,0.00%,2013,소프트웨어
1308,1309,037460,삼지전자,0.040,0.00%,2013,통신장비
1309,1310,149980,하이로닉,0.040,0.00%,2013,
1310,1311,048410,현대아이비티,0.040,0.00%,2013,컴퓨터와주변기기
1311,1312,003605,SK우,0.040,0.00%,2013,석유와가스
1312,1313,036810,에프에스티,0.040,0.00%,2013,반도체와반도체장비
1313,1314,027830,대성창투,0.039,0.00%,2013,창업투자
1314,1315,044780,한광,0.039,0.00%,2013,기계
1315,1316,064240,홈캐스트,0.039,0.00%,2013,전자제품
1316,1317,088790,진도,0.039,0.00%,2013,"섬유,의류,신발,호화품"
1317,1318,030720,동원수산,0.039,0.00%,2013,식품
1318,1319,041590,GemTech,0.039,0.00%,2013,핸드셋
1319,1320,021040,대호피앤씨,0.039,0.00%,2013,기계
1320,1321,002410,범양건영,0.039,0.00%,2013,건설
1321,1322,025890,한국주강,0.039,0.00%,2013,기계
1322,1323,034300,신세계건설,0.039,0.00%,2013,건설
1323,1324,005750,대림B&Co,0.039,0.00%,2013,건축제품
1324,1325,024800,유성티엔에스,0.039,0.00%,2013,도로와철도운송
1325,1326,038110,에코플라스틱,0.039,0.00%,2013,자동차부품
1326,1327,032750,삼진,0.039,0.00%,2013,전자제품
1327,1328,100660,서암기계공업,0.039,0.00%,2013,기계
1328,1329,000890,보해양조,0.039,0.00%,2013,음료
1329,1330,033320,제이씨현,0.039,0.00%,2013,전자장비와기기
1330,1331,058530,이큐스앤자루,0.039,0.00%,2013,전자장비와기기
1331,1332,158310,세호로보트,0.039,0.00%,2013,기계
1332,1333,900070,글로벌에스엠,0.038,0.00%,2013,기계
1333,1334,093520,매커스,0.038,0.00%,2013,전자장비와기기
1334,1335,000220,유유제약,0.038,0.00%,2013,제약
1335,1336,023790,동일철강,0.038,0.00%,2013,철강
1336,1337,114920,대주이엔티,0.038,0.00%,2013,
1337,1338,060570,아이리버,0.038,0.00%,2013,전자제품
1338,1339,090360,로보스타,0.038,0.00%,2013,디스플레이장비및부품
1339,1340,130580,나이스디앤비,0.038,0.00%,2013,신용평가서비스
1340,1341,008420,문배철강,0.038,0.00%,2013,철강
1341,1342,052420,오성엘에스티,0.038,0.00%,2013,디스플레이장비및부품
1342,1343,131400,액트,0.038,0.00%,2013,전자장비와기기
1343,1344,115570,스타플렉스,0.038,0.00%,2013,화학
1344,1345,039020,이건창호,0.038,0.00%,2013,건축제품
1345,1346,073070,넥센테크,0.038,0.00%,2013,자동차부품
1346,1347,092600,넥스트칩,0.038,0.00%,2013,반도체와반도체장비
1347,1348,101000,디엠씨,0.038,0.00%,2013,조선
1348,1349,039200,오스코텍,0.038,0.00%,2013,생물공학
1349,1350,009320,대우부품,0.038,0.00%,2013,자동차부품
1350,1351,092460,한라IMS,0.038,0.00%,2013,조선
1351,1352,015260,에이엔피,0.038,0.00%,2013,자동차부품
1352,1353,011300,성안,0.038,0.00%,2013,"섬유,의류,신발,호화품"
1353,1354,016600,큐캐피탈,0.038,0.00%,2013,창업투자
1354,1355,032540,TJ미디어,0.037,0.00%,2013,전자제품
1355,1356,007370,진양제약,0.037,0.00%,2013,제약
1356,1357,031820,콤텍시스템,0.037,0.00%,2013,통신장비
1357,1358,079970,투비소프트,0.037,0.00%,2013,소프트웨어
1358,1359,134580,디엠티,0.037,0.00%,2013,통신장비
1359,1360,043260,성호전자,0.037,0.00%,2013,전기제품
1360,1361,006920,모헨즈,0.037,0.00%,2013,건축자재
1361,1362,092730,네오팜,0.037,0.00%,2013,제약
1362,1363,026150,특수건설,0.037,0.00%,2013,건설
1363,1364,047080,한빛소프트,0.037,0.00%,2013,게임소프트웨어와서비스
1364,1365,065170,엔알디,0.037,0.00%,2013,식품
1365,1366,032820,우리기술,0.037,0.00%,2013,전자장비와기기
1366,1367,117670,알파칩스,0.037,0.00%,2013,반도체와반도체장비
1367,1368,003465,유화증권우,0.037,0.00%,2013,증권
1368,1369,018290,지엠피,0.037,0.00%,2013,사무용전자제품
1369,1370,014970,삼륭물산,0.037,0.00%,2013,포장재
1370,1371,071090,하이스틸,0.037,0.00%,2013,철강
1371,1372,011420,IB월드와이드,0.037,0.00%,2013,방송과엔터테인먼트
1372,1373,033100,제룡전기,0.037,0.00%,2013,전기장비
1373,1374,900110,이스트아시아홀딩스,0.037,0.00%,2013,"섬유,의류,신발,호화품"
1374,1375,038680,에스넷,0.036,0.00%,2013,통신장비
1375,1376,068150,엔티피아,0.036,0.00%,2013,"섬유,의류,신발,호화품"
1376,1377,126870,뉴로스,0.036,0.00%,2013,기계
1377,1378,017180,명문제약,0.036,0.00%,2013,제약
1378,1379,019490,하이트론,0.036,0.00%,2013,통신장비
1379,1380,033050,제이엠아이,0.036,0.00%,2013,컴퓨터와주변기기
1380,1381,008290,원풍물산,0.036,0.00%,2013,"섬유,의류,신발,호화품"
1381,1382,128660,피제이메탈,0.036,0.00%,2013,비철금속
1382,1383,150840,인트로메딕,0.036,0.00%,2013,건강관리장비와용품
1383,1384,008470,부스타,0.036,0.00%,2013,기계
1384,1385,115530,씨엔플러스,0.036,0.00%,2013,전자장비와기기
1385,1386,005870,휴니드,0.036,0.00%,2013,통신장비
1386,1387,089140,넥스턴,0.036,0.00%,2013,기계
1387,1388,047770,코데즈컴바인,0.036,0.00%,2013,"섬유,의류,신발,호화품"
1388,1389,009730,DS제강,0.035,0.00%,2013,비철금속
1389,1390,025950,동신건설,0.035,0.00%,2013,건설
1390,1391,085670,뉴프렉스,0.035,0.00%,2013,전자장비와기기
1391,1392,017370,우신시스템,0.035,0.00%,2013,자동차부품
1392,1393,047440,레이젠,0.035,0.00%,2013,디스플레이장비및부품
1393,1394,093640,다믈멀티미디어,0.035,0.00%,2013,반도체와반도체장비
1394,1395,007280,한국특수형강,0.035,0.00%,2013,철강
1395,1396,022220,애강리메텍,0.035,0.00%,2013,건축제품
1396,1397,039420,케이엘넷,0.035,0.00%,2013,IT서비스
1397,1398,036180,영인프런티어,0.035,0.00%,2013,생명과학도구및서비스
1398,1399,009470,삼화전기,0.035,0.00%,2013,전기제품
1399,1400,139050,경봉,0.035,0.00%,2013,IT서비스
1400,1401,036690,코맥스,0.035,0.00%,2013,통신장비
1401,1402,044960,이-글 벳,0.035,0.00%,2013,제약
1402,1403,096350,대창솔루션,0.035,0.00%,2013,조선
1403,1404,014570,고려제약,0.035,0.00%,2013,제약
1404,1405,043910,자연과환경,0.035,0.00%,2013,기계
1405,1406,068330,일신바이오,0.035,0.00%,2013,생명과학도구및서비스
1406,1407,071280,로체시스템즈,0.035,0.00%,2013,디스플레이장비및부품
1407,1408,099220,SDN,0.035,0.00%,2013,에너지장비및서비스
1408,1409,053590,한국테크놀로지,0.035,0.00%,2013,전문소매
1409,1410,094970,제이엠티,0.035,0.00%,2013,디스플레이장비및부품
1410,1411,059120,아진엑스텍,0.035,0.00%,2013,
1411,1412,058630,엠게임,0.034,0.00%,2013,게임소프트웨어와서비스
1412,1413,006090,사조오양,0.034,0.00%,2013,식품
1413,1414,124500,아이티센시스템즈,0.034,0.00%,2013,
1414,1415,060900,에어파크,0.034,0.00%,2013,상업서비스와공급품
1415,1416,121850,코이즈,0.034,0.00%,2013,디스플레이장비및부품
1416,1417,109080,옵티시스,0.034,0.00%,2013,통신장비
1417,1418,053290,능률교육,0.034,0.00%,2013,교육서비스
1418,1419,033340,좋은사람들,0.034,0.00%,2013,"섬유,의류,신발,호화품"
1419,1420,185490,아이진,0.034,0.00%,2013,
1420,1421,090540,코크렙8호,0.034,0.00%,2013,
1421,1422,033430,한국자원투자개발,0.034,0.00%,2013,철강
1422,1423,056360,코위버,0.034,0.00%,2013,통신장비
1423,1424,014200,광림,0.034,0.00%,2013,자동차
1424,1425,033290,필코전자,0.034,0.00%,2013,전기제품
1425,1426,035620,바른손게임즈,0.034,0.00%,2013,게임소프트웨어와서비스
1426,1427,153460,네이블,0.034,0.00%,2013,소프트웨어
1427,1428,114570,에스이티아이,0.034,0.00%,2013,반도체와반도체장비
1428,1429,002680,영남제분,0.033,0.00%,2013,식품
1429,1430,032790,지아이블루,0.033,0.00%,2013,컴퓨터와주변기기
1430,1431,050760,에스폴리텍,0.033,0.00%,2013,화학
1431,1432,068060,KCW,0.033,0.00%,2013,자동차부품
1432,1433,010420,한솔PNS,0.033,0.00%,2013,전문소매
1433,1434,033540,파라텍,0.033,0.00%,2013,기계
1434,1435,003680,한성기업,0.033,0.00%,2013,식품
1435,1436,079000,와토스코리아,0.033,0.00%,2013,건축제품
1436,1437,039240,경남스틸,0.033,0.00%,2013,철강
1437,1438,049470,SGA,0.033,0.00%,2013,소프트웨어
1438,1439,064480,브리지텍,0.033,0.00%,2013,IT서비스
1439,1440,131090,시큐브,0.032,0.00%,2013,소프트웨어
1440,1441,073010,케이에스피,0.032,0.00%,2013,조선
1441,1442,004720,우리들제약,0.032,0.00%,2013,제약
1442,1443,008370,원풍,0.032,0.00%,2013,화학
1443,1444,008110,대동전자,0.032,0.00%,2013,전자장비와기기
1444,1445,130500,금호엔티,0.032,0.00%,2013,자동차부품
1445,1446,071950,코아스,0.032,0.00%,2013,가구
1446,1447,187770,판타지오,0.032,0.00%,2013,
1447,1448,054920,소프트포럼,0.032,0.00%,2013,소프트웨어
1448,1449,054340,피앤텔,0.032,0.00%,2013,핸드셋
1449,1450,006390,현대시멘트,0.032,0.00%,2013,건축자재
1450,1451,083640,윈포넷,0.032,0.00%,2013,전자장비와기기
1451,1452,048470,대동스틸,0.032,0.00%,2013,철강
1452,1453,060230,이그잭스,0.032,0.00%,2013,디스플레이장비및부품
1453,1454,093240,에리트베이직,0.032,0.00%,2013,"섬유,의류,신발,호화품"
1454,1455,004410,서울식품,0.032,0.00%,2013,식품
1455,1456,018700,바른손,0.031,0.00%,2013,"호텔,레스토랑,레저"
1456,1457,016920,카스,0.031,0.00%,2013,전자장비와기기
1457,1458,004090,한국석유,0.031,0.00%,2013,화학
1458,1459,101990,파브코,0.031,0.00%,2013,자동차부품
1459,1460,023440,제일제강,0.031,0.00%,2013,철강
1460,1461,139170,퓨얼셀,0.031,0.00%,2013,
1461,1462,00341D,쌍용양회5우B,0.031,0.00%,2013,
1462,1463,009460,한창제지,0.031,0.00%,2013,포장재
1463,1464,070300,솔라시아,0.031,0.00%,2013,핸드셋
1464,1465,067900,와이엔텍,0.031,0.00%,2013,상업서비스와공급품
1465,1466,043710,다스텍,0.031,0.00%,2013,핸드셋
1466,1467,004320,울트라건설,0.031,0.00%,2013,건설
1467,1468,005820,원림,0.031,0.00%,2013,포장재
1468,1469,039010,현대통신,0.031,0.00%,2013,통신장비
1469,1470,083470,KJ프리텍,0.031,0.00%,2013,핸드셋
1470,1471,131220,대한과학,0.031,0.00%,2013,생명과학도구및서비스
1471,1472,097800,윈팩,0.031,0.00%,2013,반도체와반도체장비
1472,1473,039610,화성,0.031,0.00%,2013,기계
1473,1474,049430,코메론,0.031,0.00%,2013,기계
1474,1475,004270,남성,0.031,0.00%,2013,전자장비와기기
1475,1476,047820,초록뱀,0.031,0.00%,2013,방송과엔터테인먼트
1476,1477,000420,로케트전기,0.031,0.00%,2013,전기제품
1477,1478,100030,모바일리더,0.031,0.00%,2013,소프트웨어
1478,1479,001275,부국증권우,0.031,0.00%,2013,증권
1479,1480,000520,삼일제약,0.030,0.00%,2013,제약
1480,1481,019990,에너토크,0.030,0.00%,2013,기계
1481,1482,064800,필링크,0.030,0.00%,2013,인터넷소프트웨어와서비스
1482,1483,036090,위지트,0.030,0.00%,2013,디스플레이장비및부품
1483,1484,073640,삼원테크,0.030,0.00%,2013,기계
1484,1485,025880,케이씨피드,0.030,0.00%,2013,식품
1485,1486,065770,CS,0.030,0.00%,2013,통신장비
1486,1487,024060,흥구석유,0.030,0.00%,2013,석유와가스
1487,1488,006580,대양제지,0.030,0.00%,2013,종이와목재
1488,1489,032940,원익,0.030,0.00%,2013,건강관리업체및서비스
1489,1490,011330,유니켐,0.030,0.00%,2013,"섬유,의류,신발,호화품"
1490,1491,090710,동부로봇,0.030,0.00%,2013,전자장비와기기
1491,1492,140660,위월드,0.030,0.00%,2013,
1492,1493,024740,한일단조,0.030,0.00%,2013,자동차부품
1493,1494,118000,우리들생명과학,0.030,0.00%,2013,건강관리장비와용품
1494,1495,029480,케이디씨,0.030,0.00%,2013,통신장비
1495,1496,008870,금비,0.030,0.00%,2013,포장재
1496,1497,051980,SNH,0.029,0.00%,2013,통신장비
1497,1498,131370,케이비게임앤앱스스팩,0.029,0.00%,2013,인터넷소프트웨어와서비스
1498,1499,017650,대림제지,0.029,0.00%,2013,종이와목재
1499,1500,003780,진양산업,0.029,0.00%,2013,화학
1500,1501,002720,국제약품,0.029,0.00%,2013,제약
1501,1502,086390,유니테스트,0.029,0.00%,2013,반도체와반도체장비
1502,1503,032080,아즈텍WB,0.029,0.00%,2013,"섬유,의류,신발,호화품"
1503,1504,006050,국영지앤엠,0.029,0.00%,2013,건축제품
1504,1505,006110,삼아알미늄,0.029,0.00%,2013,비철금속
1505,1506,083550,케이엠,0.029,0.00%,2013,반도체와반도체장비
1506,1507,002760,보락,0.029,0.00%,2013,식품
1507,1508,087730,네패스신소재,0.029,0.00%,2013,반도체와반도체장비
1508,1509,002140,고려산업,0.029,0.00%,2013,식품
1509,1510,147830,제룡산업,0.029,0.00%,2013,전기장비
1510,1511,010470,오리콤,0.029,0.00%,2013,광고
1511,1512,000360,삼환기업,0.029,0.00%,2013,건설
1512,1513,065420,에스아이리소스,0.029,0.00%,2013,석유와가스
1513,1514,039230,솔브레인이엔지,0.028,0.00%,2013,디스플레이장비및부품
1514,1515,065710,서호전기,0.028,0.00%,2013,소프트웨어
1515,1516,038460,바이오스마트,0.028,0.00%,2013,전자장비와기기
1516,1517,030960,양지사,0.028,0.00%,2013,문구류
1517,1518,002870,신풍제지,0.028,0.00%,2013,포장재
1518,1519,032680,비티씨정보,0.028,0.00%,2013,전자장비와기기
1519,1520,096690,세우테크,0.028,0.00%,2013,컴퓨터와주변기기
